textid	text	target
378	Asi imwe nyanzvi mu nyaya dze hutano , Dr Josephat Chiripanyanga , vanoti kana tsaona yaitika , vanhu vose vanenge vakuvara vanofanira kurariswa ne divi rokuruboshwe nokuti zvinobatsira kuti vakarutsa , vasazomedza marutsi avo achienda kumapapu .	SCONJ DET NOUN ADP NOUN ADP NOUN PUNCT NOUN PROPN PROPN PUNCT VERB SCONJ NOUN VERB PUNCT NOUN ADJ AUX VERB AUX VERB NOUN NOUN ADJ SCONJ VERB DET VERB PUNCT VERB NOUN DET VERB NOUN PUNCT
379	Dr Chiripanyanga vanoti kana pane vanenge vakuvara zvokubuda ropa , vanhu ava vanofanirwa kusungwa ne micheka yakachena panzvimbo inenge ichibuda ne ropa .	NOUN PROPN VERB SCONJ AUX AUX VERB VERB NOUN PUNCT NOUN DET AUX VERB ADP NOUN ADJ NOUN AUX VERB ADP NOUN PUNCT
380	Vaenderera mberi vachiti kana tsaona yaitika , vanhu vanofanira kufonera amburenzi nekukurumidza kuitira kuti itakure vanhu vakuvara nokuti vakatakurwa ne vanhu vasina ruzivo , vanogona kuwedzera kukuvara kunenge kwaita munhu mu tsaona .	VERB ADV VERB SCONJ NOUN VERB PUNCT NOUN AUX VERB NOUN ADV ADV DET VERB NOUN ADJ SCONJ VERB ADV NOUN ADJ NOUN PUNCT AUX VERB VERB AUX VERB NOUN ADP NOUN PUNCT
381	Dr Chiripanyanga pa nguva ye zororo re kisimusi ne gore idzva , tsaona dzinowanda nokuti dzimwe nguva migwagwa inenge ichitsvedza kuburikidza ne kunaya , uye mimwe migwagwa inenge iine makomba anogona kukonzeresa tsaona .	NOUN PROPN ADP NOUN ADP NOUN ADP NOUN CCONJ NOUN ADJ PUNCT NOUN VERB SCONJ DET NOUN NOUN AUX VERB ADP ADP VERB PUNCT CCONJ DET NOUN AUX AUX NOUN ADV VERB NOUN PUNCT
382	Vanotiwo vatyairi ve dzimotokari vanofanirwawo kuona kuti mavhiri e motokari dzavo anokodzera kushandiswa , uye kuti vasanwe zvinodhaka , pamwe ne kusashandisa nharembozha apo vanenge vachityaira motokari dzavo .	VERB NOUN ADP NOUN AUX VERB DET NOUN ADP NOUN PRON VERB VERB PUNCT CCONJ DET VERB NOUN PUNCT CCONJ CCONJ VERB NOUN DET AUX VERB NOUN PRON PUNCT
383	Mumwe mugari weku Westlea , Muzvare Anesu Charakupa , vanoti kuita nzendo pa nguva ino ye zororo zvinotyisa nokuti munhu wese anenge achida kuenda kunoshanyira hama ne shamwari zvokuti ivo vanoti vachamirira kusvikira mari yekuti vakwire ndege ikwane , vozoenda ku South Africa .	DET NOUN ADP PROPN PUNCT NOUN PROPN PROPN PUNCT VERB VERB NOUN ADP NOUN DET ADP NOUN VERB SCONJ NOUN DET AUX VERB VERB VERB NOUN CCONJ NOUN SCONJ PRON VERB VERB VERB NOUN ADP VERB NOUN VERB PUNCT VERB ADP PROPN PROPN PUNCT
384	Sachigaro we komiti ye paramende inoona nezve hutano , Dr Ruth Labode , vanoti zvinhu hazvina kumira zvakanaka mu zvipatara zve hurumende , nokudaro vanhu vanofanirwa kungwarira kusapinda mutsaona dzemu migwagwa .	NOUN ADP NOUN ADP NOUN VERB ADP NOUN PUNCT NOUN PROPN PROPN PUNCT VERB NOUN AUX VERB ADJ ADP NOUN ADP NOUN PUNCT SCONJ NOUN VERB VERB VERB NOUN ADP NOUN PUNCT
385	Mutauriri we mapurisa , Assistant Commissioner Paul Nyathi , vanoti mapurisa anoedza kuderedza tsaona nekuisa mapurisa akawanda mu migwagwa anenge achiona kuti vatyairi havasi kutyora mitemo yemu migwagwa .	NOUN ADP NOUN PUNCT NOUN NOUN PROPN PROPN PUNCT VERB NOUN VERB VERB NOUN SCONJ NOUN ADJ ADP NOUN AUX VERB DET NOUN AUX VERB NOUN ADP NOUN PUNCT
386	Asi Va Nyathi vanoti vatyairi vazhinji vanongoti vakabva pane road block , vanobva vatanga kumhanyisa zvakanyanya motokari dzavo , kana mabhazi , izvo zvinozokonzera kuti tsaona dziitike mu migwagwa .	SCONJ NOUN PROPN VERB NOUN ADJ VERB VERB AUX NOUN NOUN PUNCT AUX VERB VERB ADV NOUN PRON PUNCT CCONJ NOUN PUNCT DET VERB DET NOUN VERB ADP NOUN PUNCT
387	Gore rapera , vanhu vanodarika makumi matanhatu ne vasere vakafa mu tsaona ye mumigwagwa mu nguva ye zororo re kisimusi ne gore idzva .	NOUN ADJ PUNCT NOUN ADV NUM NUM CCONJ NUM VERB ADP NOUN ADP NOUN ADP NOUN ADP NOUN ADP NOUN CCONJ NOUN ADJ PUNCT
388	Mutauriri we ZIFA Va Xolisani Gwesela vanoti zvinhu zviri kufamba zvakanaka mukamba mavo zvekuti vari kushamisika ne vanhu vari kuti gadziriro dze chikwata chema Warriors ku makwikwi e Africa Nations Cup ku Gabon hadzisi kufamba zvakanaka .	NOUN ADP PROPN NOUN PROPN PROPN VERB NOUN AUX VERB ADJ NOUN PRON ADV AUX VERB ADV NOUN AUX DET NOUN ADP NOUN ADP PROPN ADP NOUN ADP PROPN NOUN NOUN ADP PROPN AUX VERB ADJ PUNCT
389	Kunyangwe hazvo nyika dzakawanda dziri kuenda ku makwikwi aya dziri kutamba mitambo yekuedzana simba , Zimbabwe haisi kuita izvi nekuda kwe kushaya mari .	SCONJ ADV NOUN ADJ AUX VERB ADP NOUN DET AUX VERB NOUN VERB NOUN PUNCT PROPN AUX VERB DET SCONJ ADP VERB NOUN PUNCT
390	Vamwe vange vachitiwo vatambi havasi kufara ne kubatwa kwavari kuitwa ne ZIFA .	DET AUX VERB NOUN AUX VERB ADV VERB ADV VERB ADP PROPN PUNCT
391	Asi Va Gwesela vanoti zvinhu zviri kufamba zvakanaka uye Zimbabwe ichatamba ne Cameroon isati yaenda ku makwikwi aya .	SCONJ NOUN PROPN VERB NOUN AUX VERB ADJ CCONJ PROPN VERB ADP PROPN AUX VERB ADP NOUN DET PUNCT
392	Zimbabwe iri mu chikamu chinonzi ne vakawanda ndicho che wafa wafa chine zvikwata zvine mukurumbira zvakaita se Tunisia , Algeria ne Senegal .	PROPN AUX ADP NOUN VERB ADV NOUN AUX ADP ADJ ADJ AUX NOUN AUX NOUN ADV ADV PROPN PUNCT PROPN CCONJ PROPN PUNCT
393	Mitambo ye AFCON iri kutanga musi wa 14 Ndira uye Zimbabwe ichatanga musi wa 15 Ndira ne Algeria .	NOUN ADP PROPN AUX VERB NOUN ADP NUM NOUN CCONJ PROPN VERB NOUN ADP NUM NOUN ADP PROPN PUNCT
394	Vanotengesera mu migwagwa yemu Harare vanoti havasi kuzobva mu nzvimbo dzavanotengesera kudzamara hurumende yavapa mabasa kunyange hazvo hurumende ichiti iri kutyira kuti chirwere che korera chinogona kuramba chichipararira kana vanhu ava vakaramba vari mu nzvimbo dzvari kutengesera idzi .	NOUN ADP NOUN ADP PROPN VERB AUX VERB ADP NOUN VERB SCONJ NOUN VERB NOUN SCONJ ADV NOUN VERB AUX VERB DET NOUN VERB NOUN ADV VERB VERB CCONJ NOUN DET VERB AUX ADP NOUN AUX VERB DET PUNCT
395	Vanorarama ne kutengesera mu migwagwa ye mu dhorobha re Harare vanoti havasi kuzobva mu migwagwa mavanotengesera vachiti vari kutotsvagawo kuraramisa mhuri dzavo .	NOUN ADP VERB ADP NOUN ADP ADP NOUN ADP PROPN VERB AUX VERB ADP NOUN VERB VERB AUX VERB VERB NOUN PRON PUNCT
396	Mumwe we vanhu ava , Amai Lydia Wenjere , vari kuramba mashoko ekuti vanotengesera mu migwagwa ndivo vari kukonzera kupararira kwe korera .	DET ADP NOUN DET PUNCT NOUN PROPN PROPN PUNCT AUX VERB NOUN DET VERB ADP NOUN AUX AUX VERB VERB ADP NOUN PUNCT
397	Izvi zvatsinhirwa na Amai Roselyn Sithole avo vanotengeserawo pakati pe dhorobha re Harare .	DET VERB ADV NOUN PROPN PROPN PRON VERB ADP ADP NOUN ADP PROPN PUNCT
398	Amai Nyaradzai Kombiro vanoti zvavanotengesa hazvidyiwe saka nokudaro hapana chikonzero chekuti vadzingwe mu migwagwa	NOUN PROPN PROPN VERB VERB VERB ADV SCONJ AUX NOUN DET VERB ADP NOUN
399	Mumwe anorarama ne kutengesera mu migwagwa , Va Munyaradzi Rimbi , vanoti hurumende inofanirwa kutanga yavhura makambani kuitira kuti igozodzinga vanhu mu migwagwa .	DET VERB ADP VERB ADP NOUN PUNCT ADP PROPN PROPN PUNCT VERB NOUN AUX VERB VERB NOUN VERB DET VERB NOUN ADP NOUN PUNCT
400	Mashoko aya akatsinhirwa na meya we guta re Harare , Va Herbert Gomba , avo vakaudza Studio7 ne Chishanu kuti vanhu havafaniri kungodzingwa se mbwa , vachiti kushaikwa kwe mabasa ndiko kuri kukonzera kuti vange vari mu migwagwa .	NOUN DET VERB ADP NOUN ADP NOUN ADP PROPN PUNCT NOUN PROPN PROPN PUNCT DET VERB PROPN ADP NOUN DET NOUN AUX VERB ADJ NOUN PUNCT VERB VERB ADJ NOUN AUX AUX VERB DET AUX AUX ADP NOUN PUNCT
401	Va Gomba vanoti vari kuita hurukuro ne vatengesi mu migwagwa vachisimbaradza nyaya ye hutsanana .	NOUN PROPN VERB AUX VERB NOUN ADP NOUN ADP NOUN VERB NOUN ADP NOUN PUNCT
402	Asi zvave kuita sepane kusawirirana mu kanzuru ye Harare sezvo mutauriri we kanzuru iyi , Va Chideme , vakaburitsa mashoko ekuti vanotengesa vanga vapihwa kusvika Mugovera kuti vabude mu migwagwa vasingadzingirirwe se nzira ye kurwisana ne chirwere che korera vachiti izvi zvichaita kuti dhorobha rigare rakachena .	SCONJ AUX VERB ADV VERB ADP NOUN ADP PROPN SCONJ NOUN ADP NOUN DET PUNCT NOUN PROPN PUNCT VERB NOUN ADP AUX AUX VERB VERB NOUN DET VERB ADP NOUN VERB ADP NOUN ADP VERB ADP NOUN ADP NOUN VERB DET VERB DET NOUN VERB ADJ PUNCT
403	Hatina kukwanisa kutaura ne gurukota rezve hutano , Va Obediah Moyo , kuti tinzwe kuti vanhu vafa ne chirwere che korera kusvika nhasi vave vangani munyika yose Va Moyo vambenge vati tigozovabata mu kupera kwe zuva asi pataenda pamhepo vanga vasiri kudaira nharembozha yavo .	AUX VERB VERB ADV NOUN ADP NOUN PUNCT NOUN PROPN PROPN PUNCT DET VERB DET NOUN VERB ADP NOUN ADP NOUN ADV NOUN AUX ADJ NOUN ADJ NOUN PROPN AUX VERB VERB ADP VERB ADP NOUN SCONJ VERB NOUN AUX VERB VERB NOUN PRON PUNCT
404	Kanzuru ye Harare inoti vanhu makumi maviri ne masere vafa ne korera kusvika parizvino .	NOUN ADP PROPN VERB NOUN NUM NUM CCONJ NUM VERB ADV NOUN VERB ADV PUNCT
405	Hurumende yakaburitsa mashoko ekuti vanhu vabatwa ne korera kusvika musi we Chishanu vanga vasvika pa zviuru zvina .	NOUN VERB NOUN ADP NOUN VERB ADP NOUN ADV NOUN ADP NOUN AUX VERB ADP NUM NUM PUNCT
406	Chirwere che korera chinonzi chakaurauya vanhu vanodarika zviuru zvina muna 2008 .	NOUN ADP NOUN VERB VERB NOUN VERB NUM NUM ADP NUM PUNCT
407	Zvikwata zve nyika zve mutambo we rugby neche nhabvu zviri kudzoka zviri maoko chete kubva mukushanya kwazvo ku Namibia mukupera kwe svondo .	NOUN ADP NOUN ADP NOUN ADP NOUN CCONJ NOUN AUX VERB AUX NOUN ADV ADP VERB PRON ADP PROPN ADV ADP NOUN PUNCT
408	Zvikwata izvi zviri kudzoka zviri maoko chete mushure me kurohwa mu mitambo yavo kunyange hazvo vaive vasimuka mu Harare vachivimbisa mafaro .	NOUN DET AUX VERB AUX NOUN ADV ADJ ADP VERB ADP NOUN PRON ADV CCONJ AUX VERB ADP PROPN VERB NOUN PUNCT
409	Ma Sables ndiwo akatanga kurohwa apo vakadamburwa 31 - 26 ne Mugovera mu makwikwi e 2017 Africa Gold Cup Group 1A ayo ari kushandiswa zvekare se nzira ye kuenda kuma 2019 Rugby World Cup ayo achaitirwa ku Japan .	NOUN PROPN AUX VERB VERB DET VERB NUM PUNCT NUM ADP NOUN ADP NOUN ADP NUM PROPN PROPN NOUN NOUN NOUN DET AUX VERB ADV ADV NOUN ADP VERB ADP NUM PROPN PROPN NOUN DET VERB ADP PROPN PUNCT
410	Chiri kunyayorwadza mukurohwa uku ndechekuti maSables aive akatungamira 23 - 7 apo zvikwata izvi zvakaenda kuzororo , asi vakazokudubuka zvinotyisa zvikwata izvi zvadzoka kubva ku zororo .	AUX VERB VERB DET AUX PROPN AUX VERB NUM PUNCT NUM DET NOUN DET VERB NOUN PUNCT SCONJ VERB VERB NOUN DET VERB ADP ADP NOUN PUNCT
411	Kukundwa uku kwasiya mubvunzo kuti maSables achakwanisa zvekare here kubudirira kuenda kuma fainari e World Cup mushure me kupedzisira kuita izvi muna 1991 apo vakanokwikiwidza ku makundano akaitwa akati fararira ku England , Wales , France , Ireland , ne Scotland .	VERB DET VERB NOUN DET NOUN VERB ADV ADV VERB VERB ADP NOUN ADP PROPN NOUN ADP ADP VERB VERB DET ADP NUM ADV VERB ADP NOUN VERB AUX ADJ ADP PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT CCONJ PROPN PUNCT
412	Ma Sables anofanira kukunda mu mutambo wavo unotevera uyo vari kusangana ne Kenya svondo rino kuti maroto avo e kutora mukombe uyu uyezve e kuenda ku World Cup arambe aripo .	DET PROPN AUX VERB ADP NOUN PRON VERB PRON AUX VERB ADP PROPN NOUN DET DET NOUN DET ADP VERB NOUN DET CCONJ ADP VERB ADP PROPN NOUN VERB ADV PUNCT
413	Zvakamira zvakadai , mavanga e kurohwa kwe maSables asati apera , maWarriors akatevera izvi ne kuwisirwa pasi 1 - 0 ne maBrave Warriors mu mutambo wavo we kutanga we munzira yekuenda kuma 2018 Africa Nations Championships ne chibodzwa chakabva kuna Henrik Somaeb kwafamba maminitsi makumi mashanu ne rimwe chete .	ADV DET PUNCT NOUN ADP VERB ADP PROPN ADP VERB PUNCT PROPN VERB DET ADP VERB ADP NUM SYM NUM ADP PROPN PROPN ADP NOUN PRON ADP VERB ADP NOUN VERB ADP NUM PROPN NOUN NOUN ADP NOUN VERB ADP PROPN PROPN VERB NOUN NUM NUM CCONJ NUM ADV PUNCT
414	Asi Zimbabwe ichiri nemukana we kudzorera zvayakaitwa ne Svondo apo zvikwata zviviri izvi zviri kusangana zvekare mu National Sports Stadium svondo rino mu mutambo ucharatidza chikwata chichaenderera mberi ne makundano aya .	SCONJ PROPN AUX NOUN ADP VERB ADV ADP NOUN DET NOUN NUM DET AUX VERB ADV ADP ADJ NOUN NOUN NOUN DET ADP NOUN VERB NOUN VERB ADV ADP NOUN DET PUNCT
415	Vanotevera mutambo uyu havasi kunyanyotya zvavo nezvakaitika mu Sam Nujoma Stadium mumwe wavo ari mutsigiri we Caps United , Va Innocent Mutena , avo vanoti ma Warriors achakunda mu mutambo unotevera .	VERB NOUN DET AUX VERB PRON VERB ADP PROPN PROPN NOUN PRON PRON AUX NOUN ADP PROPN PROPN PUNCT NOUN PROPN PROPN PUNCT DET VERB NOUN PROPN VERB ADP NOUN VERB PUNCT
416	Nhengo ye Zimbabwe National Soccer Supporters Association , Va Markabee Makamure , vanoti vari kurwadziwa zvikuru ne kurohwa kwakaitwa maWarriors asi vachiwedzera ivo kuti vane chivimbo chekuti chikwata cha Sunday Chidzambwa ichi chichakunda apo zvikwata izvi zviri kusangana zvekare .	NOUN ADP PROPN ADJ NOUN NOUN NOUN PUNCT NOUN PROPN PROPN PUNCT VERB AUX VERB ADV ADP VERB ADV PROPN SCONJ VERB PRON DET AUX NOUN ADP NOUN ADP PROPN PROPN DET VERB DET NOUN DET AUX VERB ADV PUNCT
417	Ma Warriors ari kutarisira kupa mufaro kuvateveri ve nhabvu se zvavakaita svondo rapera apo vakatora mukombe we Cosafa Castle Cup mushure mekurova Mozambique , Seychelles , Swaziland , Lesotho , ne Zambia .	NOUN PROPN AUX VERB VERB NOUN VERB ADP NOUN ADV VERB NOUN ADJ ADV VERB NOUN ADP PROPN PROPN NOUN ADP VERB PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT CCONJ PROPN PUNCT
418	Pamusoro pezvo , chikwata ichi hachisi kuda kuita maWarriors e kutanga kukundikana kuenda kuma fainari e Africa Nations Championships kubvira makundano aya akavambwa muna 2009 .	ADP DET PUNCT NOUN DET AUX VERB VERB PROPN ADP ADJ VERB VERB ADP NOUN ADP PROPN NOUN NOUN VERB NOUN DET VERB ADP NUM PUNCT
419	Mutengo we chingwa wafuma wakakwira zvakanyanya uye mutengo we hupfu uri kutarisirwawo kuwedzerwa zvakanyanya zvapa kuti vakawanda vacheme cheme sezvo mihoro yavo isiri kuwedzerwa zviri kuenderana ne kukwira kwe mitengo ye zvinhu .	NOUN ADP NOUN ADV VERB ADV CCONJ NOUN ADP NOUN AUX VERB VERB ADV VERB DET NOUN VERB ADV SCONJ NOUN PRON AUX VERB AUX VERB ADP VERB ADP NOUN ADP NOUN PUNCT
420	Mutauriri we Grain Millers Association of Zimbabwe , GMAZ , Va Garikai Chaunza , vaudza Studio 7 kuti vakaisa chikumbiro ne Muvhuro ku gurukota rinoona nezve maindasitiri , Va Mangaliso Ndhlovu , vachivazivisa kuti vave kuwedzera mutengo we 10 kg ye Roller meal ne zvikamu zvinodarika makumi mashanu kubva muzana .	NOUN ADP NOUN NOUN NOUN ADP PROPN PUNCT PROPN PUNCT NOUN PROPN PROPN PUNCT VERB PROPN NUM DET VERB NOUN ADP NOUN ADP NOUN VERB ADP NOUN PUNCT NOUN PROPN PROPN PUNCT VERB DET AUX VERB NOUN ADP NUM NOUN ADP NOUN NOUN ADP NOUN ADV NUM NUM ADP NOUN PUNCT
421	Hupfu hwatotanga kutengesa ne madhora gumi ne mana kwete gumi re rimwe se zviri kutaurwa ne GMAZ .	NOUN VERB VERB ADV NOUN NUM NUM NUM CCONJ NUM CCONJ NUM ADV AUX VERB ADV PROPN PUNCT
422	Izvi zviri kuuya apo vanhu vakawanda vari kugunun'una nekukwira kwe mutengo we chingwa kubva pa madhora maviri ne makumi mashanu kana kuti RTGS 2 . 50 dollars kusvika pa madhora matatu ne makumi mashanu kana kuti 3 . 50 RTGS dollars .	DET AUX VERB ADV NOUN ADJ AUX VERB ADV ADP NOUN ADP NOUN ADP ADP NOUN NUM CCONJ NUM NUM CCONJ CCONJ PROPN NUM PUNCT NUM NOUN SCONJ ADP NOUN NUM CCONJ NUM NUM CCONJ CCONJ NUM PUNCT NOUN PROPN NOUN PUNCT
423	Asi munyori mukuru we ZCTU , Va Japhet Moyo , vanoti kuti mushandi we pasi pasi kuti akwanise kurarama anoda mari inosvika mazana matanhatu e madhora e ku America .	SCONJ NOUN ADJ ADP PROPN PUNCT NOUN PROPN PROPN PUNCT VERB DET NOUN ADP ADJ ADJ DET VERB VERB VERB NOUN VERB NUM NUM ADP NOUN ADP ADP PROPN PUNCT
424	Kutanga ne Muvhuro Hurumende yakawedzera zvishoma mari iri kutambirwa ne vashandi vayo .	VERB ADP NOUN NOUN VERB ADV NOUN DET VERB ADP NOUN PRON PUNCT
425	Mushandi we pasi pasi ava kutambira madhora mazana matanhatu e madhora kana kuti 600 RTGS .	NOUN ADP ADJ ADJ AUX VERB NOUN NUM NUM ADP NOUN CCONJ CCONJ NUM PROPN PUNCT
426	Mutungamiri we sangano re varairidzi re Amalgamated Rural Teachers Union of Zimbabwe , Va Obert Masaraure , vanoti mari yavakawedzerwa haikwane zvachose .	NOUN ADP NOUN ADP NOUN ADP PROPN NOUN NOUN NOUN ADP PROPN PUNCT NOUN PROPN PROPN PUNCT VERB NOUN VERB AUX ADV PUNCT
427	Zimbabwe National Statistics Agency kana kuti Zimstat inoti kukwira kwe mutengo we zvinhu kana kuti inflation kwasvika pa zvikamu makumi matanhatu ne matanhatu ne zviga zvisere kubva muzana kana kuti 66 . 8 % .	PROPN ADJ NOUN NOUN CCONJ CCONJ PROPN VERB VERB ADP NOUN ADP NOUN CCONJ CCONJ NOUN VERB ADP NOUN NUM NUM CCONJ NUM CCONJ NOUN NUM ADP NUM CCONJ CCONJ NUM PUNCT NUM SYM PUNCT
428	Nyanzvi munyaya dze zvehupfumi , Va Tendai Biti , vanoti zviri kuitika munongedzo wekuti zvinhu hazvina kumira zvakanaka panyaya ye mitengo .	NOUN NOUN ADP NOUN PUNCT NOUN PROPN PROPN PUNCT VERB AUX VERB NOUN ADP NOUN AUX VERB ADJ NOUN ADP NOUN PUNCT
429	Chiri kushamisawo nyanzvi munyaya dzezve hupfumi i nyaya yekuti panguva ino inenge ichitengeswa fodya , dhora reku America rinenge riri pari nani asi gore rino zvinhu hazvina kumira zvakanaka .	AUX VERB NOUN NOUN ADP NOUN AUX NOUN ADP NOUN DET AUX VERB NOUN PUNCT NOUN ADP PROPN AUX AUX ADP ADJ SCONJ NOUN DET NOUN AUX VERB ADJ PUNCT
430	Vari kutengesa mari pa mukoto vari kutengesa zana re madhora ne mazana mana ne makumi manomwe pa Transfer kana mari inoiswa mu nharembozha .	AUX VERB NOUN ADP NOUN AUX VERB NOUN ADP NOUN ADP NUM NUM CCONJ NUM NUM ADP NOUN CCONJ NOUN VERB ADP NOUN PUNCT
431	Va Biti vanoti nyaya ye huori ndiyo yapa kuti zvinhu zviite manyama amire ne rongo .	NOUN PROPN VERB NOUN ADP NOUN AUX VERB DET NOUN VERB NOUN VERB CCONJ NOUN PUNCT
432	Mafuta e kufambisa dzimotokari ari kunetsa kuwana ukuwo hurumende iri kutatarika kuwana mari yekutenga zvinhu zvakaita se gorozi .	NOUN ADP VERB NOUN AUX VERB VERB DET NOUN AUX VERB VERB NOUN VERB NOUN VERB ADV NOUN PUNCT
433	Gurukota rezve mhando dze moto , Doctor Joram Gumbo , vanoti mafuta e kufambisa dzimotokari arimo mu nyika kumatura e NOCZIM asi RBZ haisi kuvawanisa mari yekuti vatenge .	NOUN ADP NOUN ADP NOUN PUNCT NOUN PROPN PROPN PUNCT VERB NOUN ADP VERB NOUN AUX ADP NOUN NOUN ADP PROPN CCONJ PROPN AUX VERB NOUN ADP VERB PUNCT
434	Kumatura anochengeterwa gorosi rinenge ratengwa ne Zimbabwe kunze kwe nyika ku Beira , Mozambique , vakuru ve munyika iyi vanoti Zimbabwe inofanira kubvisa gorosi rayo ragarisa .	NOUN VERB NOUN AUX VERB ADP PROPN ADV ADP NOUN ADP PROPN PUNCT PROPN PUNCT NOUN ADP NOUN DET VERB PROPN AUX VERB NOUN DET ADJ PUNCT
435	Asi Reserve Bank of Zimbabwe iri kutatarika zvekare kuwana mari iyi .	SCONJ PROPN NOUN ADP PROPN AUX VERB ADV VERB NOUN DET PUNCT
436	Kunyange zvinhu zvakaoma kudai , gurukota rinoona nezve mari , Muzvinafundo Mthuli Ncube , vanoti inflation ichatanga kudzika muna Gumiguru .	SCONJ NOUN ADJ VERB PUNCT NOUN VERB ADP NOUN PUNCT PROPN PROPN PROPN PUNCT VERB NOUN VERB VERB ADP NOUN PUNCT
437	Asi nyanzvi munyaya dzezve hupfumi dzinoti izvi zvinhu zvakaoma kuona zvichiitika ne mamiriro akaita zvinhu mu Zimbabwe .	SCONJ NOUN NOUN ADP NOUN VERB DET NOUN VERB VERB VERB ADV NOUN VERB NOUN ADP PROPN PUNCT
438	Chikwata che Zimbabwe Warriors chiri kutarisirwa kutamba mutambo wacho wekutanga mu makwikwi e COSAFA Cup nemusi we Svodo uye chiri kusimuka mu nyika mangwana .	NOUN ADP PROPN PROPN AUX VERB VERB NOUN DET ADJ ADP NOUN ADP PROPN NOUN ADP ADP NOUN CCONJ AUX VERB ADP NOUN NOUN PUNCT
439	Asi zimbabwe haina vatambi vana vari kutarisirwa kubatana nevamwe mu harare nhasi vasati vasimuka kuenda ku South Africa vanoti Knowledge Musona , Khama Billiat , Tino Kadewere na Costa Nhamoinesu .	SCONJ NOUN AUX NOUN NOUN AUX VERB VERB PRON NOUN PROPN NOUN AUX VERB VERB ADP PROPN PROPN AUX PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN PROPN CCONJ PROPN PROPN PUNCT
440	Zimbabwe yakasimudza mukombe uyu kashanu nekudaro iri kutangira pa danho re pamusoro re Quarter Final .	PROPN VERB NOUN DET NOUN SCONJ AUX VERB ADP NOUN ADP NOUN ADP PROPN ADJ PUNCT
441	Ichatamba ne nyika inenge yakunda mu Group B mune nyika dzakaita se Botswana , Angola , Malawi ne Mauritius .	VERB ADP NOUN AUX VERB ADP NOUN PROPN ADP NOUN ADV ADP PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN PUNCT
442	South Africa inova iri kuitirwa mitambo iyi ichatamba muma Quarter Finals ne anenge akunda mu group A umo mune Comoros islands , Mozambique , Madagascar ne Seychelles .	PROPN PROPN AUX AUX VERB NOUN DET VERB ADP PROPN NOUN SCONJ AUX VERB NOUN NOUN PROPN DET ADP PROPN NOUN PUNCT PROPN PUNCT PROPN CCONJ PROPN PUNCT
443	Mamwe ma Quarter Finals anenge ari pakati pe Zambia yakatora mukombe muna 2015 ne Namibia kochizoti Swaziland ne Lesotho .	DET NOUN PROPN NOUN AUX AUX VERB ADP PROPN VERB NOUN ADP NUM CCONJ PROPN SCONJ PROPN CCONJ PROPN PUNCT
444	Gore rapera Zimbabwe ndiyo yakasimudza mukombe uyu .	NOUN ADJ PROPN AUX VERB NOUN DET PUNCT
445	Dare re Senate remu America rakawana ne China mutungamiri we nyika iyi , Va Donald Trump , vasina mhosva pa mhosva mbiri dzavanga vachipomerwa .	NOUN ADP PROPN ADP PROPN VERB ADP PROPN NOUN ADP NOUN DET PUNCT NOUN PROPN PROPN PUNCT AUX NOUN ADP NOUN ADJ AUX VERB PUNCT
446	Va Trump vakaponeswa mu nyaya idzi ne nhengo dze bato ravo re Republican Party , idzo dzakavhota dzichiramba kuti vawanikwe vaine mhosva .	NOUN PROPN VERB ADP NOUN DET ADV NOUN ADP NOUN PRON ADP PROPN NOUN PUNCT PRON VERB VERB DET VERB AUX NOUN PUNCT
447	Nhengo imwe chete ye bato iri , Va Mitt Romney , ndivo chete vakavhotera kuti Va Trump vawanikwe vaine mhosva .	NOUN ADJ ADJ ADP NOUN DET PUNCT NOUN PROPN PROPN PUNCT AUX ADV VERB DET NOUN PROPN VERB AUX NOUN PUNCT
448	Nhengo dzose dze bato re Democratic Party dzakavhotawo dzichiroverera Va Trump ne mhosva , asi dzaive shoma zvichienzaniswa ne nhengo dze Republican Party dzakavhotera kuti Va Trump vasawanikwe vaine mhosva .	NOUN ADJ ADP NOUN ADP PROPN NOUN VERB VERB NOUN PROPN ADP NOUN PUNCT SCONJ VERB ADJ ADV ADP NOUN ADP PROPN NOUN VERB DET NOUN PROPN VERB AUX NOUN PUNCT
449	Nyanzvi mu nyaya dze matongerwo e nyika , uye vachidzidzisa pa Malone University ku Ohio , Dr Moses Rumano , vanoti zvirikutika mu America zvakanaka sezvo zvichibatsira kuti dzimwe nyika dzakadayi se Zimbabwe dzidzidze kukosha kwakaita hutongo hwe jechetere .	NOUN ADP NOUN ADP NOUN ADP NOUN PUNCT CCONJ VERB ADP PROPN NOUN ADP PROPN PUNCT NOUN PROPN PROPN PUNCT VERB VERB ADP PROPN ADJ SCONJ VERB DET DET NOUN ADV ADV PROPN VERB ADJ ADV NOUN ADP ADJ PUNCT
