text	target	condition
Icyo gihe iyo atabonye ubufasha acika intege ku buryo n ' ubutaha atajyayo . """" """"	PRON NOUN PRON VERB NOUN VERB NOUN ADP NOUN CCONJ PUNCT ADV VERB PUNCT PUNCT PUNCT	kin
COVID - 19 yongereye ibinyoro mu bibembe ?	PROPN PUNCT NUM VERB NOUN ADP NOUN PUNCT	kin
Umuryango uri mu byiciro byahungabanyijwe bikomeye n ' icyorezo cya Covid - 19 ahanini kubera ingamba zashyizweho mu kwirinda ikwirakwira ryacyo , aho igihugu cyafashe ibyemezo birimo Guma mu Rugo , kugabanya amasaha yo gutaha n ' izindi .	NOUN VERB ADP NOUN VERB VERB CCONJ PUNCT NOUN PRON PROPN PUNCT NUM ADV SCONJ NOUN VERB ADP VERB NOUN PRON PUNCT PRON NOUN VERB NOUN VERB VERB ADP NOUN PUNCT VERB NOUN PRON VERB CCONJ PUNCT PRON PUNCT	kin
Izi ngamba zose zatumye ababana barushaho kumarana umwanya munini , yewe no kumenyana byimbitse ku buryo hari ababonye ibyo batamenye ku bo basangiye indaro , ab ' imitima yoroshye bigasembura amarangamutima yabyaye amacakubiri , ari na yo ntandaro y ' ihohoterwa .	PRON NOUN PRON VERB VERB VERB VERB NOUN ADJ PUNCT PART CCONJ VERB VERB ADP NOUN VERB VERB PRON VERB ADP PRON VERB NOUN PUNCT PRON PUNCT NOUN VERB VERB NOUN VERB NOUN PUNCT VERB CCONJ PRON NOUN PRON PUNCT NOUN PUNCT	kin
Kuva COVID - 19 yagera mu Rwanda , RWAMREC yakoze ubushakashatsi muri gahunda yayo yise """" Bandebereho """" aho yasanze hari aho ihohoterwa ryiyongereye n ' aho ryagabanutse .	VERB PROPN PUNCT NUM VERB ADP PROPN PUNCT PROPN VERB NOUN ADP NOUN PRON VERB PUNCT PROPN PUNCT PRON VERB VERB PRON NOUN VERB CCONJ PUNCT PRON VERB PUNCT	kin
Ati """" Abitabiriye gahunda ya """" Bandebereho """" bashoboye kubana neza n ' imiryango yabo kandi ihohoterwa ryaragabanutse muri iyo miryango ariko aho itarashoboye kwitabira ayo matsinda kubera COVID - 19 , ihohoterwa ryariyongereye kandi amakimbirane na yo ariyongera .	VERB PUNCT VERB NOUN PRON PUNCT PROPN PUNCT VERB VERB ADV CCONJ PUNCT NOUN PRON CCONJ NOUN VERB ADP PRON NOUN SCONJ PRON VERB VERB PRON NOUN SCONJ PROPN PUNCT NUM PUNCT NOUN VERB CCONJ NOUN CCONJ PRON VERB PUNCT	kin
Bishingiye ku kuba abagabo bari batunze ingo zabo babuze imirimo yabatungaga hanyuma bibongerera guhangayika , ihohoterwa rirazamuka , cyane irishingiye ku mutima kubera kudashobora kubahiriza inshingano zimwe na zimwe . """" """"	VERB ADP VERB NOUN VERB VERB NOUN PRON VERB NOUN VERB ADV VERB VERB PUNCT NOUN VERB PUNCT ADV VERB ADP NOUN SCONJ VERB VERB NOUN PRON CCONJ PRON PUNCT PUNCT PUNCT	kin
Inyigo yakorewe mu Turere ka Kicukiro na Huye mu 2020 yagaragaje ko imyumvire ku ihohoterwa rikorerwa abagabo n ' abahungu ikiri hasi cyane .	NOUN VERB ADP NOUN PRON PROPN CCONJ PROPN ADP NUM VERB SCONJ NOUN ADP NOUN VERB NOUN CCONJ PUNCT NOUN VERB ADJ ADV PUNCT	kin
Kayisire yagize ati """" Umugabo iyo afashwe ku ngufu cyangwa umuhungu agasambanywa n ' umugore usanga abantu babifashe nk ' ishyano ; ntibabyihanganire kurusha uko umukobwa afatwa ku ngufu . """" """"	PROPN VERB VERB PUNCT NOUN PRON VERB ADP NOUN CCONJ NOUN VERB CCONJ PUNCT NOUN VERB NOUN VERB CCONJ PUNCT NOUN PUNCT VERB VERB PRON NOUN VERB ADP NOUN PUNCT PUNCT PUNCT	kin
RWAMREC yakira abagabo bayigana ikabaha ubufasha bw ' ubujyanama n ' aho bakurikiranira ibibazo byabo .	PROPN VERB NOUN VERB VERB NOUN PRON PUNCT NOUN CCONJ PUNCT PRON VERB NOUN PRON PUNCT	kin
Nibura mu kwezi kumwe , uyu muryango wakira abari hagati ya 7 - 10 mu Mujyi wa Kigali bavuga ku ihohoterwa bakorewe .	ADV ADP NOUN PRON PUNCT PRON NOUN VERB VERB ADV PRON NUM PUNCT NUM ADP NOUN PRON PROPN VERB ADP NOUN VERB PUNCT	kin
Ingamba zafashwe mu guhangana n ' ihohoterwa ryo mu muryango	NOUN VERB ADP VERB CCONJ PUNCT NOUN PRON ADP NOUN	kin
Nubwo nta mibare yerekana ubukana bw ' ikibazo cy ' ihohoterwa hagati y ' abashakanye nibura kuva mu mezi arenga 15 ashize COVID - 19 igeze mu Rwanda , ubuhamya bwa benshi bugusha ku kuba hari aho umuriro watse .	SCONJ PART NOUN VERB NOUN PRON PUNCT NOUN PRON PUNCT NOUN ADV PRON PUNCT NOUN VERB VERB ADP NOUN VERB NUM VERB PROPN PUNCT NUM VERB ADP PROPN PUNCT NOUN PRON ADJ VERB ADP VERB VERB PRON NOUN VERB PUNCT	kin
Minisitiri w ' Uburinganire n ' Iterambere ry ' Umuryango ( MIGEPROF ) , Prof Bayisenge Jeannette , yabwiye IGIHE ko hari ibibazo byari mu muryango Nyarwanda iki cyorezo cyatije umurindi .	NOUN PRON PUNCT NOUN CCONJ PUNCT NOUN PRON PUNCT NOUN PUNCT PROPN PUNCT PUNCT NOUN PROPN PROPN PUNCT VERB PROPN SCONJ VERB NOUN VERB ADP NOUN ADJ PRON NOUN VERB NOUN PUNCT	kin
Yagize ati """" Amakimbirane yakomeje kuvugwa haba mu Rwanda no ku Isi muri rusange , yagiye yiyongera hariho n ' ihohoterwa rishingiye ku gitsina .	VERB VERB PUNCT NOUN VERB VERB VERB ADP PROPN CCONJ ADP NOUN ADP NOUN PUNCT VERB VERB VERB CCONJ PUNCT NOUN VERB ADP NOUN PUNCT	kin
No mu Rwanda ibyo byabayeho .	CCONJ ADP PROPN PRON VERB PUNCT	kin
Nubwo twebwe tutavuga ngo byanze bikunze imibare yarazamutse ariko twakomeje kubona iryo hungabana ry ' uburenganzira bwa muntu cyane cyane irishingiye ku gitsina . """" """"	SCONJ PRON VERB SCONJ VERB VERB NOUN VERB SCONJ VERB VERB PRON NOUN PRON PUNCT NOUN PRON NOUN ADV ADV VERB ADP NOUN PUNCT PUNCT PUNCT	kin
Yavuze ko u Rwanda rutigeze ruhagarika """" ingamba zo guhangana n ' ibibazo byugarije umuryango """" . """"	VERB SCONJ DET PROPN VERB VERB PUNCT NOUN PRON VERB CCONJ PUNCT NOUN VERB NOUN PUNCT PUNCT PUNCT	kin
Yakomeje ati """" Twashatse ubundi buryo budasanzwe bwo gukora kugira ngo bijyane n ' igihe twari turimo cya Covid - 19 .	VERB VERB PUNCT VERB NOUN NOUN VERB PRON VERB VERB SCONJ VERB CCONJ PUNCT NOUN VERB VERB PRON PROPN PUNCT NUM PUNCT	kin
Iyo turwanya ihohoterwa rishingiye ku gitsina ntituvuga ngo ni umugabo , umugore , umwana cyangwa umuhungu wahohotewe , kuri twebwe buri wese agomba guhabwa ubutabera . """"	PRON VERB NOUN VERB ADP NOUN VERB SCONJ VERB NOUN PUNCT NOUN PUNCT NOUN CCONJ NOUN VERB PUNCT ADP PRON PRON PRON VERB VERB NOUN PUNCT PUNCT	kin
MIGEPROF itanga miliyoni 200 Frw buri mwaka , yoherezwa mu turere agamije gufasha abarimo abana n ' abandi bantu bakuru bahohoterwa .	PROPN VERB NOUN NUM PROPN PRON NOUN PUNCT VERB ADP NOUN VERB VERB VERB NOUN CCONJ PUNCT PRON NOUN ADJ VERB PUNCT	kin
Urwego rw ' Igihugu rw ' Ubugenzacyah , RIB , rutangaza ko hagati ya 2015 na 2018 rwakiriye ibirego 1 . 098 bifitanye isano n ' amakimbirane yo mu muryango birimo ibyo gukubita no gukomeretsa , ubwicanyi no kwiyahura .	NOUN PRON PUNCT NOUN PRON PUNCT NOUN PUNCT PROPN PUNCT VERB SCONJ ADV PRON NUM CCONJ NUM VERB NOUN NUM PUNCT PUNCT VERB NOUN CCONJ PUNCT NOUN PRON ADP NOUN VERB PRON VERB CCONJ VERB PUNCT NOUN CCONJ VERB PUNCT	kin
Imibare ya NISR igaragaza ko mu 2015 , hakiriwe dosiye 669 zijyanye no gukubita no gukomeretsa , 89 z ' ubwicanyi na 23 zijyanye no kwiyahura .	NOUN PRON PROPN VERB SCONJ ADP NUM PUNCT VERB NOUN NUM VERB CCONJ VERB CCONJ VERB PUNCT NUM PRON PUNCT NOUN CCONJ NUM VERB CCONJ VERB PUNCT	kin
Mu 2016 , dosiye zakiriwe ni 641 zo gukubita no gukomeretsa , iz ' ubwicanyi ni 97 mu gihe izo kwiyahura ari 17 .	ADP NUM PUNCT NOUN VERB VERB NUM PRON VERB CCONJ VERB PUNCT PRON PUNCT NOUN VERB NUM ADP NOUN PRON VERB VERB NUM PUNCT	kin
Mu 2017 kqndi hakiriwe dosiye 784 zo gukubita no gukomeretsa , 86 z ' ubwicanyi na zirindwi zo kwiyahura .	ADP NUM PRON VERB NOUN NUM PRON VERB CCONJ VERB PUNCT NUM PRON PUNCT NOUN CCONJ PRON PRON VERB PUNCT	kin
Mu 2018 yakiriye dosiye 979 zo gukubita no gukomeretsa , 95 z ' ubwicanyi mu gihe izo kwiyahura ari 24 .	ADP NUM VERB NOUN NUM PRON VERB CCONJ VERB PUNCT NUM PRON PUNCT NOUN ADP NOUN PRON VERB VERB NUM PUNCT	kin
Inzu yagurishijwe iherereye mu Karere ka Muhanga mu Ntara y ' Amajyepfo yagombaga kugurwa miliyoni 22 z ' amafaranga y ' u Rwanda nyamara ibya ngombwa berekanaga byari ibihimbano .	NOUN VERB VERB ADP NOUN PRON PROPN ADP NOUN PRON PUNCT NOUN VERB VERB NOUN NUM PRON PUNCT NOUN PRON PUNCT DET PROPN CCONJ NOUN NOUN VERB VERB NOUN PUNCT	kin
Umwe muri bo yiyitaga ko ari nyirayo naho abandi bakigira abakomisiyoneri .	PRON ADP PRON VERB SCONJ VERB PRON CCONJ PRON VERB NOUN PUNCT	kin
Bafashwe basigaje guhabwa miliyoni zirindwi n ' igice .	VERB VERB VERB NOUN PRON CCONJ PUNCT NOUN PUNCT	kin
Uko ari batanu bemeye ibyaha baregwa banabisabira imbabazi kuri uyu Gatanu tariki ya 9 Nyakanga 2021 .	PRON VERB PRON VERB NOUN VERB VERB NOUN ADP PRON PRON NOUN PRON NUM PROPN NUM PUNCT	kin
Umwe yagize ati """" Ndi hano kubera ko nafatiwe mu cyaha cyo kugurisha inzu itari iyanjye , umushinga wateguwe na mugenzi wanjye ariko ndabisabira imbabazi . """"	PRON VERB VERB PUNCT VERB PRON SCONJ SCONJ VERB ADP NOUN PRON VERB NOUN VERB PRON PUNCT NOUN VERB CCONJ NOUN PRON SCONJ VERB NOUN PUNCT PUNCT	kin
Uyu mugabo yemereye polisi kuyigaragariza abandi batekamutwe bose kugira ngo ibashe guhashya abakora ibi byaha .	PRON NOUN VERB NOUN VERB PRON NOUN PRON SCONJ SCONJ VERB VERB VERB PRON PRON PUNCT	kin
Uwineza Ange uvuka mu muryango wari watanze amafaranga ugura inzu , we yashimiye RIB anashimangira ko iyo itahaba batari kuzongera kubona abo batekamutwe .	PROPN PROPN VERB ADP NOUN PRON VERB NOUN VERB NOUN PUNCT PRON VERB NOUN VERB SCONJ SCONJ NOUN VERB VERB VERB PRON VERB PUNCT	kin
Ati """" Umwe muri bo yari inshuti y ' umuryango , ni na we waje aturangira iyo nzu mu rugo .	VERB PUNCT PRON ADP PRON VERB NOUN PRON PUNCT NOUN PUNCT VERB CCONJ PRON VERB VERB PRON NOUN ADP NOUN PUNCT	kin
Bayisuye kabiri noneho njye nagiyeyo bwa nyuma ni bwo nasanze ba nyirayo bahari batwereka ko ari iyabo n ' ibyangombwa dusanga bitandukanye n ' ibyo aba bari batweretse . """"	VERB PRON CCONJ PRON VERB PRON ADV VERB PRON VERB PRON PRON VERB VERB SCONJ VERB PRON CCONJ PUNCT NOUN VERB VERB CCONJ PUNCT PRON PRON VERB VERB PUNCT PUNCT	kin
Yongeyeho ko nyuma yo gusanga ibyangombwa berekwagwa ari ibihimbano bahise bitabaza RIB itangira kubashakisha .	VERB SCONJ ADV PRON VERB PRON VERB VERB NOUN VERB VERB NOUN VERB VERB PUNCT	kin
Ati """" Twahise tubibwira RIB noneho ikajya ibahamagara telefone ntiboneke nyuma nibwo yabahamagaye baza bazi ko tugiye kubishyura andi ihita ibafata . """"	VERB PUNCT VERB VERB PROPN CCONJ VERB VERB NOUN VERB ADV ADV VERB VERB VERB SCONJ VERB VERB PRON VERB VERB PUNCT PUNCT	kin
Umuvugizi w ' Urwego rw ' Ubugenzacyaha , RIB , Dr Murangira B . Thierry , yavuze ko aba bagabo bakurikiranyweho ibyaha bine .	NOUN PRON PUNCT NOUN PRON PUNCT NOUN PUNCT PROPN PUNCT NOUN PROPN PROPN PUNCT PROPN PUNCT VERB SCONJ PRON NOUN VERB NOUN PRON PUNCT	kin
Ati """" Bafashwe mu gikorwa cyo kugurisha inzu itari iyabo bakaba bakurikiranywe ibyaha bine birimo gushyiraho umutwe w ' abagizi ba nabi no kuwujyamo , kwihesha ikintu cy ' undi hakoreshejwe uburiganya , icyo guhimba , guhindura inyandiko cyangwa gukoresha inyandiko mpimbano ndetse hakanazamo n ' icyaha cyo kwigana , guhindura amafaranga cyangwa ibyitiranwa na yo . """"	VERB PUNCT VERB ADP NOUN PRON VERB NOUN VERB PRON VERB VERB NOUN PRON VERB VERB NOUN PRON PUNCT NOUN PRON ADV CCONJ VERB PUNCT VERB NOUN PRON PUNCT PRON VERB NOUN PUNCT PRON VERB PUNCT VERB NOUN CCONJ VERB NOUN ADJ CCONJ VERB CCONJ PUNCT NOUN PRON VERB PUNCT VERB NOUN CCONJ VERB CCONJ PRON PUNCT PUNCT	kin
Yasabye abaturage kujya bagura ibintu babanje gushishoza no kwishyurira abantu kuri banki kuko bituma imyirondoro yabo imenyekana anashimangira ko ko amafaranga bari bahawe yagarujwe ndetse n ' ibintu bari bayaguzemo byafatiriwe .	VERB NOUN VERB VERB NOUN VERB VERB CCONJ VERB NOUN ADP NOUN SCONJ VERB NOUN PRON VERB VERB SCONJ SCONJ NOUN VERB VERB VERB CCONJ CCONJ PUNCT NOUN VERB VERB VERB PUNCT	kin
Ahahoze Kaminuza ya Kibungo hashobora gutangira irindi shuri rikuru vuba .	VERB NOUN PRON PROPN VERB VERB PRON NOUN ADJ ADV PUNCT	kin
Ibi bije nyuma y aho iyi kaminuza ifungiwe igateza ibihombo ku baturage bakodeshaga inzu abanyeshuri bayigagamo n ' ubucuruzi busubira inyuma mu gace yari iherereyemo .	PRON VERB ADV PRON ADV PRON NOUN VERB VERB NOUN ADP NOUN VERB NOUN NOUN VERB CCONJ PUNCT NOUN VERB ADV ADP NOUN VERB VERB PUNCT	kin
Umuhoza Oliver utuye mu Mudugudu wa Gatare mu Kagari ka Karenge munsi y ' ahakoreraga iyi kaminuza yabwiye IGIHE ko kuva bayifunga bagize igihombo gikomeye cyane .	NOUN PROPN VERB ADP NOUN PRON PROPN ADP NOUN PRON PROPN NOUN PRON PUNCT VERB PRON NOUN VERB PROPN SCONJ VERB VERB VERB NOUN VERB ADV PUNCT	kin
Yavuze ko ubundi hahoraga urujya n ' uruza rw ' abanyeshuri baguraga ibintu byinshi , abanyonzi , abamotari , abacuruzi n ' abafite inzu zikodeshwa ubu ngo abenshi barahimutse kubera kubura abakiriya bituma muri uyu Mudugudu hakonja cyane .	VERB SCONJ ADV VERB NOUN CCONJ PUNCT NOUN PRON PUNCT NOUN VERB NOUN ADJ PUNCT NOUN PUNCT NOUN PUNCT NOUN CCONJ PUNCT VERB NOUN VERB ADV SCONJ ADJ VERB SCONJ VERB NOUN VERB ADP PRON NOUN VERB ADV PUNCT	kin
Ati """" Nko kuri njye ndi umwe mu bacuruzi , igihombo cya mbere nagize ni uguhomba abaturanyi kuko baradususurutsaga , igihombo cya kabiri nahombye abakiriya bituma ubucuruzi bwanjye busubira inyuma , ikindi hari bagenzi banjye bari bafite inzu bakodesha ariko kugeza kuri iyi saha ntizigikodeshwa kuko abazibagamo ni abanyeshuri ubu babuze abandi bakiriya . """"	VERB PUNCT CCONJ ADP NOUN VERB PRON ADP NOUN PUNCT NOUN PRON PRON VERB VERB NOUN NOUN SCONJ VERB PUNCT NOUN PRON PRON VERB NOUN VERB NOUN PRON VERB ADV PUNCT PRON VERB NOUN PRON VERB VERB NOUN VERB SCONJ VERB ADP PRON NOUN VERB SCONJ VERB VERB NOUN ADV VERB PRON VERB PUNCT PUNCT	kin
Umuyobozi w ' Akarere ka Ngoma wungirije ushinzwe Iterambere ry ' Ubukungu , Nyiridandi Mapambano Cyriaque yavuze ko hari ibiganiro bari kugirana n ' andi mashuri kugira ngo aze kuhakorera kandi ngo ibyo biganiro biri kugenda neza .	NOUN PRON PUNCT NOUN PRON PROPN VERB VERB NOUN PRON PUNCT NOUN PUNCT NOUN PROPN PROPN VERB SCONJ VERB NOUN VERB VERB CCONJ PUNCT PRON NOUN SCONJ SCONJ VERB VERB CCONJ SCONJ PRON NOUN VERB VERB ADV PUNCT	kin
Ati """" Hari ibiganiro byatangiye tubifashijwemo n ' ubuyobozi bw ' Intara hamwe na Minisiteri y ' Uburezi kugira ngo hariya yakoreraga harebwe ikintu cyahakorerwa ariko kijyanye n ' uburezi , twakwizeza abaturage ko igisubizo kiri gushakwa kandi kizaboneka mu minsi ya vuba . """"	VERB PUNCT VERB NOUN VERB VERB CCONJ PUNCT NOUN PRON PUNCT NOUN PRON CCONJ NOUN PRON PUNCT NOUN VERB SCONJ PRON VERB VERB NOUN VERB SCONJ VERB CCONJ PUNCT NOUN PUNCT VERB NOUN SCONJ NOUN VERB VERB CCONJ VERB ADP NOUN PRON ADV PUNCT PUNCT	kin
Mapambano yavuze ko hashobora kugaruka kaminuza nubwo yaba ititwa UNIK ariko ko rizaba ari ishuri kandi rizatanga ubumenyi kuri benshi ryongere no gushyushya aka Karere .	PROPN VERB SCONJ VERB VERB NOUN SCONJ VERB VERB PROPN SCONJ SCONJ VERB VERB NOUN CCONJ VERB NOUN ADP ADJ VERB CCONJ VERB PRON NOUN PUNCT	kin
Kaminuza ya UNIK yatangijwe mu mwaka wa 2003 ni imwe mu zagiriye umumaro abigaga uburezi kuko yabafashije mu kubigisha mu biruhuko , mu mpera z ' icyumweru ndetse no mu mibyizi , nyuma y ' igihe gito yaje gufungura ishami mu Karere ka Rulindo ryafashaga abaturuka mu Burengerazuba n ' Amajyaruguru .	NOUN PRON PROPN VERB ADP NOUN PRON NUM VERB PRON ADP VERB NOUN VERB NOUN SCONJ VERB ADP VERB ADP NOUN PUNCT ADP NOUN PRON PUNCT NOUN CCONJ CCONJ ADP NOUN PUNCT ADV PRON PUNCT NOUN ADJ VERB VERB NOUN ADP NOUN PRON PROPN VERB VERB ADP NOUN CCONJ PUNCT NOUN PUNCT	kin
Yabarizwagamo amashami atatu arimo iry ' uburezi , imari n ' icungamutungo ndetse n ' ishami ry ' ubuhinzi n ' iterambere ry ' icyaro , yafunzwe imaze gushyira ku isoko abarenga 9500 .	VERB NOUN PRON VERB PRON PUNCT NOUN PUNCT NOUN CCONJ PUNCT NOUN CCONJ CCONJ PUNCT NOUN PRON PUNCT NOUN CCONJ PUNCT NOUN PRON PUNCT NOUN PUNCT VERB VERB VERB ADP NOUN VERB NUM PUNCT	kin
Amb.	NOUN	kin
Mutsindashyaka yatanze impapuro zimwemerera guhagararira u Rwanda muri Repubulika ya Congo .	PROPN VERB NOUN VERB VERB DET PROPN ADP NOUN PRON PROPN PUNCT	kin
Mu kiganiro bagiranye , Perezida Denis Sassou N'Guesso yashimye umubano n ' ubushuti u Rwanda na Congo Brazzaville bifitanye n ' uruhare rwa Perezida Kagame mu guteza imbere u Rwanda , hamwe n ' umurava we mu guharanira icyateza imbere Afurika Yunze Ubumwe .	ADP NOUN VERB PUNCT NOUN PROPN PROPN PROPN VERB NOUN CCONJ PUNCT NOUN DET PROPN CCONJ PROPN PROPN VERB CCONJ PUNCT NOUN PRON NOUN PROPN ADP VERB ADV DET PROPN PUNCT PRON CCONJ PUNCT NOUN PRON ADP VERB VERB ADV PROPN VERB NOUN PUNCT	kin
Yavuze kandi ko igihugu cye cyiteguye gufatanya n ' u Rwanda mu kuzamura imikoranire igamije kuzamura ubukungu bw ' ibihugu byombi .	VERB CCONJ SCONJ NOUN PRON VERB VERB CCONJ PUNCT DET PROPN ADP VERB NOUN VERB VERB NOUN PRON PUNCT NOUN PRON PUNCT	kin
Ambasaderi Mutsindashyaka nyuma yo gutanga ubutumwa yahawe na Perezida Kagame , yatangaje ko yishimiye guhagararira u Rwanda muri Congo isanzwe ifitanye umubano mwiza n ' u Rwanda , anizeza Perezida Denis Sassou N'Guesso ko azakomeza gushimangira ubufatanye ndetse n ' umubano mwiza biri hagati y ' ibihugu byombi .	NOUN PROPN ADV PRON VERB NOUN VERB CCONJ NOUN PROPN PUNCT VERB SCONJ VERB VERB DET PROPN ADP PROPN VERB VERB NOUN ADJ CCONJ PUNCT DET PROPN PUNCT VERB NOUN PROPN PROPN PROPN SCONJ VERB VERB NOUN CCONJ CCONJ PUNCT NOUN ADJ VERB ADV PRON PUNCT NOUN PRON PUNCT	kin
Yavuze kandi ko azaharanira kuzamura ubuhinzi , ubworozi ndetse n ' inganda zitunganya ibibikomokaho .	VERB CCONJ SCONJ VERB VERB NOUN PUNCT NOUN CCONJ CCONJ PUNCT NOUN VERB VERB PUNCT	kin
Ibi bizashyirwamo ingufu hifashishijwe amasezerano y ' umubano n ' ubufatanye hagati y ' inzego z ' ubuyobozi zibishinzwe , kugira ngo bigirire akamaro abaturage b ' u Rwanda na Congo .	PRON VERB NOUN VERB NOUN PRON PUNCT NOUN CCONJ PUNCT NOUN ADV PRON PUNCT NOUN PRON PUNCT NOUN VERB PUNCT VERB SCONJ VERB NOUN NOUN PRON PUNCT DET PROPN CCONJ PROPN PUNCT	kin
Ambasaderi Mutsindashyaka yongeyeho ko azafatanya n ' abandi bayobozi , agakora ibishoboka byose kugira ngo uyu mubano urusheho kungura ibihugu byombi mu bijyanye n ' ubuhahirane , ubukerarugendo no bindi bifitiye akamaro ibihugu byombi ndetse n ' umugabane wa Afurika muri rusange .	NOUN PROPN VERB SCONJ VERB CCONJ PUNCT PRON NOUN PUNCT VERB VERB PRON VERB SCONJ PRON NOUN VERB VERB NOUN PRON ADP VERB CCONJ PUNCT NOUN PUNCT NOUN CCONJ PRON VERB NOUN NOUN PRON CCONJ CCONJ PUNCT NOUN PRON PROPN ADP ADV PUNCT	kin
Ngoma : Umuyobozi akurikiranyweho kunyereza asaga miliyoni 1 Frw yo kwishyura mituweli	PROPN PUNCT NOUN VERB VERB VERB NOUN NUM ADJ PRON VERB NOUN	kin
IGIHE yamenye ko uyu muyobozi w ' imyaka 31 yatawe muri yombi ku wa 7 Nyakanga 2021 .	PROPN VERB SCONJ PRON NOUN PRON PUNCT NOUN NUM VERB ADP PRON ADP PRON NUM PROPN NUM PUNCT	kin
Umuvugizi w ' Urwego rw ' Igihugu rw ' Ubugenzacyaha , RIB , Dr Murangira B . Thierry , yavuze ko uwo muyobozi yafashwe ndetse iperereza riri gukorwa .	NOUN PRON PUNCT NOUN PRON PUNCT NOUN PRON PUNCT NOUN PUNCT PROPN PUNCT NOUN PROPN PROPN PUNCT PROPN PUNCT VERB SCONJ PRON NOUN VERB CCONJ NOUN VERB VERB PUNCT	kin
Yakomeje ati """" Uwafashwe afungiye kuri Sitasiyo ya RIB ya Kibungo mu gihe iperereza rikomeje kugira ngo hakorwe dosiye ishyikirizwe Ubushinjacyaha . """" """"	VERB VERB PUNCT VERB VERB ADP NOUN PRON PROPN PRON PROPN ADP NOUN NOUN VERB VERB SCONJ VERB NOUN VERB NOUN PUNCT PUNCT PUNCT	kin
Yavuze ko abakora ibyaha byo kunyereza umutungo ufitiye inyungu rubanda batazihanganirwa .	VERB SCONJ VERB NOUN PRON VERB NOUN VERB NOUN NOUN VERB PUNCT	kin
Yakomeje ati """" RIB iributsa abaturarwanda ko itazihanganira uwo ari we wese uzafatirwa mu cyaha cyo kunyereza umutungo ashinzwe kugenzura awukoresha mu nyungu ze bwite .	VERB VERB PUNCT PROPN VERB NOUN SCONJ VERB PRON VERB PRON PRON VERB ADP NOUN PRON VERB NOUN VERB VERB VERB ADP NOUN PRON ADJ PUNCT	kin
Abantu bakwiye kumenya ko iki ari icyaha gihanwa n ' amategeko . """" """"	NOUN VERB VERB SCONJ PRON VERB NOUN VERB CCONJ PUNCT NOUN PUNCT PUNCT PUNCT	kin
Ingingo ya 10 y ' itegeko N ° 54 / 2018 ryo ku wa 13 / 08 / 2018 ryerekeye kurwanya ruswa iteganya ko uhamijwe icyaha cyo kunyereza umutungo ahanishwa igifungo kitari munsi y ' imyaka irindwi ariko kitarenze 10 n """" amafaranga y ' u Rwanda yikubye inshuro kuva ku nshuro eshatu kugeza kuri eshanu z ' agaciro k ' umutungo yanyereje .	NOUN PRON NUM PRON PUNCT NOUN SYM SYM NUM PUNCT NUM PRON ADP PRON NUM PUNCT NUM PUNCT NUM VERB VERB NOUN VERB SCONJ VERB NOUN PRON VERB NOUN VERB NOUN VERB NOUN PRON PUNCT NOUN PRON SCONJ VERB NUM CCONJ PUNCT NOUN PRON PUNCT DET PROPN VERB NOUN VERB ADP NOUN PRON VERB ADP PRON PRON PUNCT NOUN PRON PUNCT NOUN VERB PUNCT	kin
Ntimukwiye gutegereza guhamagarwa ngo murwanire igihugu cyanyu - Gen James Kabarebe .	VERB VERB VERB SCONJ VERB NOUN PRON PUNCT NOUN PROPN PROPN PUNCT	kin
Ibi Gen . James Kabarebe yabigarutseho kuri uyu wa 9 Nyakanga 2021 , ubwo yagiranaga ibiganiro n ' itsinda ry ' abahungu n ' abakobwa baba mu bihugu bitandukanye ariko bakaba bamaze iminsi mu Rwanda , aho bari gusobanurirwa amateka y ' Igihugu cyabo .	PRON NOUN PUNCT PROPN PROPN VERB ADP PRON PRON NUM PROPN NUM PUNCT PRON VERB NOUN CCONJ PUNCT NOUN PRON PUNCT NOUN CCONJ PUNCT NOUN VERB ADP NOUN VERB SCONJ VERB VERB NOUN ADP PROPN PUNCT PRON VERB VERB NOUN PRON PUNCT NOUN PRON PUNCT	kin
Iri tsinda ry ' urubyiruko rigizwe n ' abarenga 60 rimaze iminsi mu Rwanda riri gusura ibikorwa bifite aho bihuriye n ' amateka y ' Igihugu cyabo .	PRON NOUN PRON PUNCT NOUN VERB CCONJ PUNCT VERB NUM VERB NOUN ADP PROPN VERB VERB NOUN VERB PRON VERB CCONJ PUNCT NOUN PRON PUNCT NOUN PRON PUNCT	kin
Ririmo abakuriye mu Bufaransa , u Bubiligi , Canada , Denmark n ' ibindi bihugu .	VERB VERB ADP PROPN PUNCT DET PROPN PUNCT PROPN PUNCT PROPN CCONJ PUNCT PRON NOUN PUNCT	kin
