textid	text	target
356	Umuyobozi w ' Akarere ka Ngoma wungirije ushinzwe Iterambere ry ' Ubukungu , Nyiridandi Mapambano Cyriaque yavuze ko hari ibiganiro bari kugirana n ' andi mashuri kugira ngo aze kuhakorera kandi ngo ibyo biganiro biri kugenda neza .	NOUN PRON PUNCT NOUN PRON PROPN VERB VERB NOUN PRON PUNCT NOUN PUNCT NOUN PROPN PROPN VERB SCONJ VERB NOUN VERB VERB CCONJ PUNCT PRON NOUN SCONJ SCONJ VERB VERB CCONJ SCONJ PRON NOUN VERB VERB ADV PUNCT
357	Ati """" Hari ibiganiro byatangiye tubifashijwemo n ' ubuyobozi bw ' Intara hamwe na Minisiteri y ' Uburezi kugira ngo hariya yakoreraga harebwe ikintu cyahakorerwa ariko kijyanye n ' uburezi , twakwizeza abaturage ko igisubizo kiri gushakwa kandi kizaboneka mu minsi ya vuba . """"	VERB PUNCT VERB NOUN VERB VERB CCONJ PUNCT NOUN PRON PUNCT NOUN PRON CCONJ NOUN PRON PUNCT NOUN VERB SCONJ PRON VERB VERB NOUN VERB SCONJ VERB CCONJ PUNCT NOUN PUNCT VERB NOUN SCONJ NOUN VERB VERB CCONJ VERB ADP NOUN PRON ADV PUNCT PUNCT
358	Mapambano yavuze ko hashobora kugaruka kaminuza nubwo yaba ititwa UNIK ariko ko rizaba ari ishuri kandi rizatanga ubumenyi kuri benshi ryongere no gushyushya aka Karere .	PROPN VERB SCONJ VERB VERB NOUN SCONJ VERB VERB PROPN SCONJ SCONJ VERB VERB NOUN CCONJ VERB NOUN ADP ADJ VERB CCONJ VERB PRON NOUN PUNCT
359	Kaminuza ya UNIK yatangijwe mu mwaka wa 2003 ni imwe mu zagiriye umumaro abigaga uburezi kuko yabafashije mu kubigisha mu biruhuko , mu mpera z ' icyumweru ndetse no mu mibyizi , nyuma y ' igihe gito yaje gufungura ishami mu Karere ka Rulindo ryafashaga abaturuka mu Burengerazuba n ' Amajyaruguru .	NOUN PRON PROPN VERB ADP NOUN PRON NUM VERB PRON ADP VERB NOUN VERB NOUN SCONJ VERB ADP VERB ADP NOUN PUNCT ADP NOUN PRON PUNCT NOUN CCONJ CCONJ ADP NOUN PUNCT ADV PRON PUNCT NOUN ADJ VERB VERB NOUN ADP NOUN PRON PROPN VERB VERB ADP NOUN CCONJ PUNCT NOUN PUNCT
360	Yabarizwagamo amashami atatu arimo iry ' uburezi , imari n ' icungamutungo ndetse n ' ishami ry ' ubuhinzi n ' iterambere ry ' icyaro , yafunzwe imaze gushyira ku isoko abarenga 9500 .	VERB NOUN PRON VERB PRON PUNCT NOUN PUNCT NOUN CCONJ PUNCT NOUN CCONJ CCONJ PUNCT NOUN PRON PUNCT NOUN CCONJ PUNCT NOUN PRON PUNCT NOUN PUNCT VERB VERB VERB ADP NOUN VERB NUM PUNCT
361	Amb.	NOUN
362	Mutsindashyaka yatanze impapuro zimwemerera guhagararira u Rwanda muri Repubulika ya Congo .	PROPN VERB NOUN VERB VERB DET PROPN ADP NOUN PRON PROPN PUNCT
363	Mu kiganiro bagiranye , Perezida Denis Sassou N'Guesso yashimye umubano n ' ubushuti u Rwanda na Congo Brazzaville bifitanye n ' uruhare rwa Perezida Kagame mu guteza imbere u Rwanda , hamwe n ' umurava we mu guharanira icyateza imbere Afurika Yunze Ubumwe .	ADP NOUN VERB PUNCT NOUN PROPN PROPN PROPN VERB NOUN CCONJ PUNCT NOUN DET PROPN CCONJ PROPN PROPN VERB CCONJ PUNCT NOUN PRON NOUN PROPN ADP VERB ADV DET PROPN PUNCT PRON CCONJ PUNCT NOUN PRON ADP VERB VERB ADV PROPN VERB NOUN PUNCT
364	Yavuze kandi ko igihugu cye cyiteguye gufatanya n ' u Rwanda mu kuzamura imikoranire igamije kuzamura ubukungu bw ' ibihugu byombi .	VERB CCONJ SCONJ NOUN PRON VERB VERB CCONJ PUNCT DET PROPN ADP VERB NOUN VERB VERB NOUN PRON PUNCT NOUN PRON PUNCT
365	Ambasaderi Mutsindashyaka nyuma yo gutanga ubutumwa yahawe na Perezida Kagame , yatangaje ko yishimiye guhagararira u Rwanda muri Congo isanzwe ifitanye umubano mwiza n ' u Rwanda , anizeza Perezida Denis Sassou N'Guesso ko azakomeza gushimangira ubufatanye ndetse n ' umubano mwiza biri hagati y ' ibihugu byombi .	NOUN PROPN ADV PRON VERB NOUN VERB CCONJ NOUN PROPN PUNCT VERB SCONJ VERB VERB DET PROPN ADP PROPN VERB VERB NOUN ADJ CCONJ PUNCT DET PROPN PUNCT VERB NOUN PROPN PROPN PROPN SCONJ VERB VERB NOUN CCONJ CCONJ PUNCT NOUN ADJ VERB ADV PRON PUNCT NOUN PRON PUNCT
366	Yavuze kandi ko azaharanira kuzamura ubuhinzi , ubworozi ndetse n ' inganda zitunganya ibibikomokaho .	VERB CCONJ SCONJ VERB VERB NOUN PUNCT NOUN CCONJ CCONJ PUNCT NOUN VERB VERB PUNCT
367	Ibi bizashyirwamo ingufu hifashishijwe amasezerano y ' umubano n ' ubufatanye hagati y ' inzego z ' ubuyobozi zibishinzwe , kugira ngo bigirire akamaro abaturage b ' u Rwanda na Congo .	PRON VERB NOUN VERB NOUN PRON PUNCT NOUN CCONJ PUNCT NOUN ADV PRON PUNCT NOUN PRON PUNCT NOUN VERB PUNCT VERB SCONJ VERB NOUN NOUN PRON PUNCT DET PROPN CCONJ PROPN PUNCT
368	Ambasaderi Mutsindashyaka yongeyeho ko azafatanya n ' abandi bayobozi , agakora ibishoboka byose kugira ngo uyu mubano urusheho kungura ibihugu byombi mu bijyanye n ' ubuhahirane , ubukerarugendo no bindi bifitiye akamaro ibihugu byombi ndetse n ' umugabane wa Afurika muri rusange .	NOUN PROPN VERB SCONJ VERB CCONJ PUNCT PRON NOUN PUNCT VERB VERB PRON VERB SCONJ PRON NOUN VERB VERB NOUN PRON ADP VERB CCONJ PUNCT NOUN PUNCT NOUN CCONJ PRON VERB NOUN NOUN PRON CCONJ CCONJ PUNCT NOUN PRON PROPN ADP ADV PUNCT
369	Ngoma : Umuyobozi akurikiranyweho kunyereza asaga miliyoni 1 Frw yo kwishyura mituweli	PROPN PUNCT NOUN VERB VERB VERB NOUN NUM ADJ PRON VERB NOUN
370	IGIHE yamenye ko uyu muyobozi w ' imyaka 31 yatawe muri yombi ku wa 7 Nyakanga 2021 .	PROPN VERB SCONJ PRON NOUN PRON PUNCT NOUN NUM VERB ADP PRON ADP PRON NUM PROPN NUM PUNCT
371	Umuvugizi w ' Urwego rw ' Igihugu rw ' Ubugenzacyaha , RIB , Dr Murangira B . Thierry , yavuze ko uwo muyobozi yafashwe ndetse iperereza riri gukorwa .	NOUN PRON PUNCT NOUN PRON PUNCT NOUN PRON PUNCT NOUN PUNCT PROPN PUNCT NOUN PROPN PROPN PUNCT PROPN PUNCT VERB SCONJ PRON NOUN VERB CCONJ NOUN VERB VERB PUNCT
372	Yakomeje ati """" Uwafashwe afungiye kuri Sitasiyo ya RIB ya Kibungo mu gihe iperereza rikomeje kugira ngo hakorwe dosiye ishyikirizwe Ubushinjacyaha . """" """"	VERB VERB PUNCT VERB VERB ADP NOUN PRON PROPN PRON PROPN ADP NOUN NOUN VERB VERB SCONJ VERB NOUN VERB NOUN PUNCT PUNCT PUNCT
373	Yavuze ko abakora ibyaha byo kunyereza umutungo ufitiye inyungu rubanda batazihanganirwa .	VERB SCONJ VERB NOUN PRON VERB NOUN VERB NOUN NOUN VERB PUNCT
374	Yakomeje ati """" RIB iributsa abaturarwanda ko itazihanganira uwo ari we wese uzafatirwa mu cyaha cyo kunyereza umutungo ashinzwe kugenzura awukoresha mu nyungu ze bwite .	VERB VERB PUNCT PROPN VERB NOUN SCONJ VERB PRON VERB PRON PRON VERB ADP NOUN PRON VERB NOUN VERB VERB VERB ADP NOUN PRON ADJ PUNCT
375	Abantu bakwiye kumenya ko iki ari icyaha gihanwa n ' amategeko . """" """"	NOUN VERB VERB SCONJ PRON VERB NOUN VERB CCONJ PUNCT NOUN PUNCT PUNCT PUNCT
376	Ingingo ya 10 y ' itegeko N ° 54 / 2018 ryo ku wa 13 / 08 / 2018 ryerekeye kurwanya ruswa iteganya ko uhamijwe icyaha cyo kunyereza umutungo ahanishwa igifungo kitari munsi y ' imyaka irindwi ariko kitarenze 10 n """" amafaranga y ' u Rwanda yikubye inshuro kuva ku nshuro eshatu kugeza kuri eshanu z ' agaciro k ' umutungo yanyereje .	NOUN PRON NUM PRON PUNCT NOUN SYM SYM NUM PUNCT NUM PRON ADP PRON NUM PUNCT NUM PUNCT NUM VERB VERB NOUN VERB SCONJ VERB NOUN PRON VERB NOUN VERB NOUN VERB NOUN PRON PUNCT NOUN PRON SCONJ VERB NUM CCONJ PUNCT NOUN PRON PUNCT DET PROPN VERB NOUN VERB ADP NOUN PRON VERB ADP PRON PRON PUNCT NOUN PRON PUNCT NOUN VERB PUNCT
377	Ntimukwiye gutegereza guhamagarwa ngo murwanire igihugu cyanyu - Gen James Kabarebe .	VERB VERB VERB SCONJ VERB NOUN PRON PUNCT NOUN PROPN PROPN PUNCT
378	Ibi Gen . James Kabarebe yabigarutseho kuri uyu wa 9 Nyakanga 2021 , ubwo yagiranaga ibiganiro n ' itsinda ry ' abahungu n ' abakobwa baba mu bihugu bitandukanye ariko bakaba bamaze iminsi mu Rwanda , aho bari gusobanurirwa amateka y ' Igihugu cyabo .	PRON NOUN PUNCT PROPN PROPN VERB ADP PRON PRON NUM PROPN NUM PUNCT PRON VERB NOUN CCONJ PUNCT NOUN PRON PUNCT NOUN CCONJ PUNCT NOUN VERB ADP NOUN VERB SCONJ VERB VERB NOUN ADP PROPN PUNCT PRON VERB VERB NOUN PRON PUNCT NOUN PRON PUNCT
379	Iri tsinda ry ' urubyiruko rigizwe n ' abarenga 60 rimaze iminsi mu Rwanda riri gusura ibikorwa bifite aho bihuriye n ' amateka y ' Igihugu cyabo .	PRON NOUN PRON PUNCT NOUN VERB CCONJ PUNCT VERB NUM VERB NOUN ADP PROPN VERB VERB NOUN VERB PRON VERB CCONJ PUNCT NOUN PRON PUNCT NOUN PRON PUNCT
380	Ririmo abakuriye mu Bufaransa , u Bubiligi , Canada , Denmark n ' ibindi bihugu .	VERB VERB ADP PROPN PUNCT DET PROPN PUNCT PROPN PUNCT PROPN CCONJ PUNCT PRON NOUN PUNCT
381	Kuri uyu wa Gatanu uru rubyiruko rwasuye Ingoro y ' amateka yo guhagarika Jenoside iherereye ku Nteko Ishinga Amategeko y ' u Rwanda ari na ho bagize amahirwe yo kuganirizwa na Gen James Kabarebe , Minisitiri w ' Ububanyi n ' Amahanga , Dr Vincent Biruta na Minisitiri w ' Urubyiruko n ' Umuco , Rosemary Mbabazi .	ADP PRON PRON PRON PRON NOUN VERB NOUN PRON PUNCT NOUN PRON VERB NOUN VERB ADP NOUN VERB NOUN PRON PUNCT DET PROPN VERB CCONJ PRON VERB NOUN PRON VERB CCONJ NOUN PROPN PROPN PUNCT NOUN PRON PUNCT NOUN CCONJ PUNCT NOUN PUNCT NOUN PROPN PROPN CCONJ NOUN PRON PUNCT NOUN CCONJ PUNCT NOUN PUNCT PROPN PROPN PUNCT
382	Gen James Kabarebe yabwiye uru rubyiruko ko urugamba rwo kubohora Igihugu rugikomeje kandi bakwiye kurugiramo uruhare .	NOUN PROPN PROPN VERB PRON NOUN SCONJ NOUN PRON VERB NOUN VERB CCONJ VERB VERB NOUN PUNCT
383	Ati """" Murangije ibyiciro byose by ' urugamba rwo kubohora igihugu , mwatangiriye Kagitumba , munyuze ku Mulindi kugera hano ku Nteko Ishinga Amategeko .	VERB PUNCT VERB NOUN PRON PRON PUNCT NOUN PRON VERB NOUN PUNCT VERB PROPN PUNCT VERB ADP PROPN VERB PRON ADP NOUN VERB NOUN PUNCT
384	Icy ' ingezi mukwiye kumenya ni uko urugendo rwo Kubohora Igihugu rutarangirira hano ku Nteko Ishinga Amategeko rurakomeza kubera ko urugamba rwo kwibohora ubwarwo ni urugendo rukomeza . """"	PRON PUNCT NOUN VERB VERB VERB PRON NOUN PRON VERB NOUN VERB PRON ADP NOUN NOUN NOUN VERB SCONJ SCONJ NOUN PRON VERB PRON VERB NOUN VERB PUNCT PUNCT
385	"""" Umusanzu muzatanga ku ruhande rwanyu nk ' urubyiruko na wo uzaba mu bigize uru rugendo rwo Kwibohora .	PUNCT NOUN VERB ADP NOUN PRON CCONJ PUNCT NOUN CCONJ PRON VERB ADP VERB PRON NOUN PRON VERB PUNCT
386	Na wo uzajya mu mateka y ' iki gihugu nk ' umusanzu wanyu .	CCONJ PRON VERB ADP NOUN PRON PUNCT PRON NOUN CCONJ PUNCT NOUN PRON PUNCT
387	Kubera ko kwibohora bivuze impinduka mu bukungu n ' imibereho by ' u Rwanda kandi ni urugendo rugikomeje ruzahererekanywa mu bisekuru . """"	SCONJ SCONJ VERB VERB NOUN ADP NOUN CCONJ PUNCT NOUN PRON PUNCT DET PROPN CCONJ VERB NOUN VERB VERB ADP NOUN PUNCT PUNCT
388	Abajijwe na Gasore usanzwe utuye mu Bubiligi icyo bo nk ' urubyiruko ruba mu mahanga bakora kugira ngo barwanye abavuga Igihugu cyabo nabi , Gen Kabarebe yamubwiye ko buri cyiciro cy ' urugamba rwo kubohora igihugu cyagiye kigira imbogamizi zacyo kandi ko badakwiye gutegereza ko bahamagarwa kugira ngo batangire kurwanira igihugu cyabo .	VERB CCONJ PROPN VERB VERB ADP PROPN PRON PRON CCONJ PUNCT NOUN VERB ADP NOUN VERB VERB SCONJ VERB VERB NOUN PRON ADV PUNCT NOUN PROPN VERB SCONJ PRON NOUN PRON PUNCT NOUN PRON VERB NOUN VERB VERB NOUN PRON CCONJ SCONJ VERB VERB SCONJ VERB VERB SCONJ VERB VERB NOUN PRON PUNCT
389	Ati """" Buri cyiciro cy ' urugamba rwo kubohora igihugu gifite imbogamizi cyihariye .	VERB PUNCT PRON NOUN PRON PUNCT NOUN PRON VERB NOUN VERB NOUN VERB PUNCT
390	Icyiciro cya mbere cyo kubohora igihugu cyaranzwe no guhangana mu buryo bw ' imbaraga , kurwana n ' abantu bafite intwaro . """"	NOUN PRON PRON PRON VERB NOUN VERB CCONJ VERB ADP NOUN PRON PUNCT NOUN PUNCT VERB CCONJ PUNCT NOUN VERB NOUN PUNCT PUNCT
391	"""" Iki cyiciro cyo kwibohora gifite imbogamizi nyinshi zirimo n ' uko abagize uruhare muri Jenoside bakomeje kuvuga nabi Guverinoma bakoresheje imbuga nkoranyambaga kugira ngo gusa bavuge nabi Guverinoma . """"	PUNCT PRON NOUN PRON VERB VERB NOUN ADJ VERB CCONJ PUNCT PRON VERB NOUN ADP NOUN VERB VERB ADJ NOUN VERB NOUN ADJ SCONJ SCONJ ADV VERB ADV NOUN PUNCT PUNCT
392	Gen Kabarebe yakomeje avuga ko aho urugamba rugeze ubu ari ho urubyiruko rw ' u Rwanda rwaba uruba mu mahanga no mu gihugu rukenewe cyane .	NOUN PROPN VERB VERB SCONJ PRON NOUN VERB ADV VERB PRON NOUN PRON PUNCT DET PROPN VERB VERB ADP NOUN CCONJ ADP NOUN VERB ADV PUNCT
393	Ati """" Muri iki cyiciro ni ho mugira uruhare nk ' urubyiruko kandi ni ho mwitezweho gutangira umusanzu kubera ko ntimubuze ibyo kuvuga , ntimubuze amakuru ajyanye n ' Igihugu cyanyu kuko niba hari igihugu gitanga amakuru kuri cyo ku bijyanye n ' ibyo cyagezeho , ibyo kiri gukorera abaturage ni u Rwanda .	VERB PUNCT ADP PRON NOUN VERB PRON VERB NOUN CCONJ PUNCT NOUN CCONJ VERB PRON VERB VERB NOUN SCONJ SCONJ VERB PRON VERB PUNCT VERB NOUN VERB CCONJ PUNCT NOUN PRON SCONJ SCONJ VERB NOUN VERB NOUN ADP PRON ADP VERB CCONJ PUNCT PRON VERB PUNCT PRON VERB VERB NOUN VERB DET PROPN PUNCT
394	Ku bw ' ibyo amakuru arahari ariko icyo tutarabona ni urubyiruko rwacu rwinjira muri uru rugamba ngo rurwanire igihugu cyarwo rukoresheje imbuga abagisenya na bo bakoresha . """"	ADP PRON PUNCT PRON NOUN VERB SCONJ PRON VERB VERB NOUN PRON VERB ADP PRON NOUN SCONJ VERB NOUN PRON VERB NOUN VERB CCONJ PRON VERB PUNCT PUNCT
395	"""" Bakoresha internet namwe murayifite , imbuga nkoranyambaga muba muziriho buri gihe .	PUNCT VERB NOUN CCONJ VERB PUNCT NOUN ADJ VERB VERB PRON NOUN PUNCT
396	Nta kintu na kimwe mubura kandi ntimugomba gutegereza guhamagarwa kugira ngo mubwirwe kurwanira igihugu cyanyu . """"	PART PRON CCONJ PRON VERB CCONJ VERB VERB VERB VERB SCONJ VERB VERB NOUN PRON PUNCT PUNCT
397	"""" Oya murahari mugomba kuba mubikora ijoro n ' amanywa .	PUNCT PRON VERB VERB VERB VERB NOUN CCONJ PUNCT NOUN PUNCT
398	Bashyiraho ibinyoma ku gihugu cyanyu , muzi ukuri ku gihugu cyanyu kandi mushobora no kubaza , ubundi mu kinjira muri uru rugamba kandi mukarurwana mushyizeho umutima mukabatsinda .	VERB NOUN ADP NOUN PRON PUNCT VERB NOUN ADP NOUN PRON CCONJ VERB CCONJ VERB PUNCT PRON VERB VERB ADP PRON NOUN CCONJ VERB VERB NOUN VERB PUNCT
399	Nimuvuge ibyiza muzaba mutumye abantu bamenya ibyiza . """"	VERB ADJ VERB VERB NOUN VERB ADJ PUNCT PUNCT
400	Gen Kabarebe yavuze ko ikibazo u Rwanda ruri guhura na cyo cy ' abaruharabika n ' abagoreka amateka yarwo cyari cyitezwe kuko ngo nyuma yo gukora Jenoside abayikoze bakurikizaho kuyihakana .	NOUN PROPN VERB SCONJ NOUN DET PROPN VERB VERB CCONJ PRON PRON PUNCT VERB CCONJ PUNCT VERB NOUN PRON VERB VERB SCONJ SCONJ ADV PRON VERB NOUN VERB VERB VERB PUNCT
401	Eric Ngabo ukuriye itsinda ryateguye iyi gahunda yo kuba urubyiruko rwava mu mahanga rukaza gusura u Rwanda yavuze ko iki gitekerezo ubwacyo cyaturutse mu rubyiruko barufasha kukinoza .	PROPN PROPN VERB NOUN VERB PRON NOUN PRON VERB NOUN VERB ADP NOUN VERB VERB DET PROPN VERB SCONJ PRON NOUN PRON VERB ADP NOUN VERB VERB PUNCT
402	Ati """" Niba bagize igitekerezo baravuga bati urubyiruko ruba rushaka kujya gusura igihugu cyarwo bari hamwe nk ' itsinda .	VERB PUNCT SCONJ VERB NOUN VERB VERB NOUN VERB VERB VERB VERB NOUN PRON VERB PRON CCONJ PUNCT NOUN PUNCT
403	Baravuga bati """" byaba byiza ariko urwo rugendo rugomba kuba rufite amasomo agamije kutwigisha amateka y ' Igihugu , kutwereka ubwiza bw ' Igihugu , ibibazo igihugu cyari gifite n ' uburyo byagiye bikemurwa . """" """"	VERB VERB PUNCT VERB ADJ SCONJ PRON NOUN VERB VERB VERB NOUN VERB VERB NOUN PRON PUNCT NOUN PUNCT VERB NOUN PRON PUNCT NOUN PUNCT NOUN NOUN VERB VERB CCONJ PUNCT NOUN VERB VERB PUNCT PUNCT PUNCT
404	Ngabo yavuze ko kuba urubyiruko rwahabwa amahirwe nk ' aya yo gusura igihugu bibaha ubumenyi bubafasha guhangana n ' abagoreka amateka y ' u Rwanda .	PROPN VERB SCONJ VERB NOUN VERB NOUN CCONJ PUNCT PRON PRON VERB NOUN VERB NOUN VERB VERB CCONJ PUNCT VERB NOUN PRON PUNCT DET PROPN PUNCT
405	Ati """" Guha urubyiruko amahirwe yo kuza kwirebera rukava mu byo rubwirwa gusa , biruha ubumenyi n ' ubushobozi bwo kuzahangana na bariya bavuga nabi u Rwanda kandi babeshya .	VERB PUNCT VERB NOUN NOUN PRON VERB VERB VERB ADP PRON VERB ADV PUNCT VERB NOUN CCONJ PUNCT NOUN PRON VERB CCONJ PRON VERB ADJ DET PROPN CCONJ VERB PUNCT
406	Ni bo ba mbere bazadufasha mu kubwira ukuri abandi Banyarwanda bayobye cyangwa bayobejwe no kubatumira kuko turashaka ko iki kiba igikorwa ngarukamwaka . """"	VERB PRON PRON PRON VERB ADP VERB NOUN PRON NOUN VERB CCONJ VERB CCONJ VERB SCONJ VERB SCONJ PRON VERB NOUN ADJ PUNCT PUNCT
407	Yavuze ko urubyiruko rw ' Abanyarwanda ruba mu mahanga rugorwa no kumenya ukuri ku mateka y ' igihugu cyarwo kuko aho baba haba hari amakuru avuga ibintu byinshi bitandukanye .	VERB SCONJ NOUN PRON PUNCT NOUN VERB ADP NOUN VERB CCONJ VERB NOUN ADP NOUN PRON PUNCT NOUN PRON SCONJ PRON VERB VERB VERB NOUN VERB NOUN ADJ VERB PUNCT
408	U Rwanda rugiye kohereza abasirikare n ' abapolisi 1000 muri Mozambique .	DET PROPN VERB VERB NOUN CCONJ PUNCT NOUN NUM ADP PROPN PUNCT
409	Cabo Delgado ni intara iri mu Majyaruguru ya Mozambique , ituwe n ' abaturage barenga miliyoni ebyiri bari ku buso bwa kilometero kare 82 . 625 .	PROPN PROPN VERB NOUN VERB ADP NOUN PRON PROPN PUNCT VERB CCONJ PUNCT NOUN VERB NOUN PRON VERB ADP NOUN PRON NOUN ADJ NUM PUNCT NUM PUNCT
410	Iri ku mupaka wa Tanzania ndetse ituwe n ' abaturage bo mu bwoko bw ' aba - Makonde , Makua na Mwani .	VERB ADP NOUN PRON PROPN CCONJ VERB CCONJ PUNCT NOUN PRON ADP NOUN PRON PUNCT NOUN NOUN NOUN PUNCT PROPN CCONJ PROPN PUNCT
411	Ibikorwa bya Guverinoma y ' u Rwanda byo koherezayo ingabo muri iki gihugu bije nyuma y ' ubusabe bwa Perezida wa Mozambique , Filipe Nyusi , wagiriye uruzinduko mu Rwanda muri Mata .	NOUN PRON NOUN PRON PUNCT DET PROPN PRON VERB NOUN ADP PRON NOUN VERB ADV PRON PUNCT NOUN PRON NOUN PRON PROPN PUNCT PROPN PROPN PUNCT VERB NOUN ADP PROPN ADP PROPN PUNCT
412	Kuva icyo gihe bivugwa ko u Rwanda rwahise rutangira kugenzura neza uko ikibazo cy ' umutekano muke n ' iterabwoba gihagaze muri ako gace .	VERB PRON NOUN VERB SCONJ DET PROPN VERB VERB VERB ADV PRON NOUN PRON PUNCT NOUN ADJ CCONJ PUNCT NOUN VERB ADP PRON NOUN PUNCT
413	Hari amakuru avuga ko rwahise rwoherezayo itsinda rigamije kureba uko byifashe .	VERB NOUN VERB SCONJ VERB VERB NOUN VERB VERB PRON VERB PUNCT
414	Itangazo ryashyizwe ahagaragara na Guverinoma y ' u Rwanda rivuga ko izi ngabo zizoherezwayo zizakorana n ' iza Mozambique cyo kimwe n ' iz ' Umuryango w ' Iterambere ry ' Ibihugu byo mu Majyepfo ya Afurika , SADC .	NOUN VERB VERB CCONJ NOUN PRON PUNCT DET PROPN VERB SCONJ PRON NOUN VERB VERB CCONJ PUNCT PRON PROPN PRON ADV CCONJ PUNCT PRON PUNCT NOUN PRON PUNCT NOUN PRON PUNCT NOUN PRON ADP NOUN PRON PROPN PUNCT PROPN PUNCT
415	Riti """" Uku kohereza ingabo gushingiye ku mubano mwiza hagati ya Repubulika y ' u Rwanda n ' iya Mozambique , nyuma y ' isinywa ry ' amasezerano y ' ubufatanye atandukanye hagati y ' ibihugu byombi mu 2018 kandi rishingiye ku bushake bw ' u Rwanda ku mahame yo kurinda ( R2P ) n ' amasezerano yo mu 2015 ya Kigali yo kurinda abasivile . """"	PROPN PUNCT PRON VERB NOUN VERB ADP NOUN ADJ ADV PRON NOUN PRON PUNCT DET PROPN CCONJ PUNCT PRON PROPN PUNCT ADV PRON PUNCT NOUN PRON PUNCT NOUN PRON PUNCT NOUN VERB ADV PRON PUNCT NOUN PRON ADP NUM CCONJ VERB ADP NOUN PRON PUNCT DET PROPN ADP NOUN PRON VERB PUNCT PROPN PUNCT CCONJ PUNCT NOUN PRON ADP NUM PRON PROPN PRON VERB VERB PUNCT PUNCT
416	Izi ngabo zigiye muri Mozambique nyuma y ' ibiganiro hagati y ' ibihugu byombi .	PRON NOUN VERB ADP PROPN ADV PRON PUNCT NOUN ADV PRON PUNCT NOUN PRON PUNCT
417	Muri Mata uyu mwaka , Perezida wa Mozambique , Filipe Nyusi yasuye u Rwanda aganira na Perezida Paul Kagame ku ngingo zitandukanye zirimo ubufatanye mu guhashya iterabwoba .	ADP PROPN PRON NOUN PUNCT NOUN PRON PROPN PUNCT PROPN PROPN VERB DET PROPN VERB CCONJ NOUN PROPN PROPN ADP NOUN VERB VERB NOUN ADP VERB NOUN PUNCT
418	Ntabwo hatangajwe byinshi ku biganiro abakuru b ' ibihugu byombi baganiriye , icyakora Perezida Nyusi yaje mu Rwanda mu gihe Mozambique yari imaze iminsi yibasiwe n ' ibitero by ' iterabwoba bigabwa n ' umutwe ushamikiye ku mutwe w ' iterabwoba wa ISIS ugendera ku mahame akaze ya kisilamu .	SCONJ VERB ADJ ADP NOUN NOUN PRON PUNCT NOUN PRON VERB PUNCT NOUN NOUN PROPN VERB ADP PROPN ADP NOUN PROPN VERB VERB NOUN VERB CCONJ PUNCT NOUN PRON PUNCT NOUN VERB CCONJ PUNCT NOUN VERB ADP NOUN PRON PUNCT NOUN PRON PROPN VERB ADP NOUN VERB PRON ADJ PUNCT
419	Nubwo ingabo za Leta zikomeje gutsinsura uwo mutwe mu Mujyi wa Palma mu Ntara ya Cabo Delgado iherereye mu Majyaruguru ya Mozambique , hari amagana y ' abaturage bahitanwe n ' ibitero mu gihe abandi bavuye mu byabo .	SCONJ NOUN PRON NOUN VERB VERB PRON NOUN ADP NOUN PRON PROPN ADP NOUN PRON PROPN PROPN VERB ADP NOUN PRON PROPN PUNCT VERB NOUN PRON PUNCT NOUN VERB CCONJ PUNCT NOUN ADP NOUN PRON VERB ADP PRON PUNCT
420	Aka gace uwo mutwe ugabamo ibitero gakungahaye kuri gaz ndetse sosiyete y ' Abafaransa , Total yashoye miliyari 20 z ' amadolari mu kubaka uruganda rwo gucukura iyo gaz .	PRON NOUN PRON NOUN VERB NOUN VERB ADP NOUN CCONJ NOUN PRON PUNCT NOUN PUNCT PROPN VERB NOUN NUM PRON PUNCT NOUN ADP VERB NOUN PRON VERB PRON NOUN PUNCT
421	Gusa nyuma y ' ibitero , iyo sosiyete yatangaje ko ibaye ihagaritse uwo mushinga .	VERB ADV PRON PUNCT NOUN PUNCT PRON NOUN VERB SCONJ VERB VERB PRON NOUN PUNCT
422	Mu bishwe muri ako gace harimo abanyamahanga ndetse ibikorwaremezo nk ' amabanki , amahoteli n ' ibindi na byo byarangiritse , bikaba byaratumye benshi bahagrika ibikorwa bahakoreraga .	ADP VERB ADP PRON NOUN VERB NOUN CCONJ NOUN CCONJ PUNCT NOUN PUNCT NOUN CCONJ PUNCT PRON CCONJ PRON VERB PUNCT VERB VERB ADJ VERB NOUN VERB PUNCT
423	Umujyi wa Palma wagabweho ibitero utuyemo abanyamahanga basaga 1000 bari mu bikorwa bifite aho bihuriye n ' icukurwa rya gaz .	NOUN PRON PROPN VERB NOUN VERB NOUN VERB NUM VERB ADP NOUN VERB PRON VERB CCONJ PUNCT NOUN PRON NOUN PUNCT
424	Guhera mu 2017 , agace ka Cabo Delgado kagiye kibasirwa n ' ibitero by ' imitwe y ' iterabwoba rimaze guhitana ubuzima bw ' abasaga 3000 mu gihe ibihumbi by ' abaturage byahunze .	VERB ADP NUM PUNCT NOUN PRON PROPN PROPN VERB VERB CCONJ PUNCT NOUN PRON PUNCT NOUN PRON PUNCT NOUN VERB VERB NOUN PRON PUNCT VERB NUM ADP NOUN NOUN PRON PUNCT NOUN VERB PUNCT
